name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
australia,01-01-2022,30,11.7,21.3,29,11.7,21.1,11.4,57.1,0,0,0,,0,0,,19.5,357.6,1011.7,30.5,10,368.4,31.7,10,,2022-01-01T05:52:07,2022-01-01T20:21:29,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,02-01-2022,32.6,13.9,22.9,31.1,13.9,22.6,14,63.1,3.916,100,4.17,rain,0,0,,26,27.2,1009.4,44,10,347.5,30,10,,2022-01-02T05:52:52,2022-01-02T20:21:39,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,03-01-2022,28.6,14.9,21.2,29.1,14.9,21.3,15.4,70.8,4.859,100,12.5,rain,0,0,,29.5,101.4,1010.5,49,10,321.3,27.8,10,,2022-01-03T05:53:40,2022-01-03T20:21:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,04-01-2022,26.8,13.9,20.2,27.1,13.9,20.3,14.6,72.8,0.037,100,8.33,rain,0,0,,23.3,104.2,1011.7,75.8,9.5,357.6,30.8,10,,2022-01-04T05:54:28,2022-01-04T20:21:52,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,05-01-2022,25.7,13.8,20,25.7,13.8,20,15,74.4,0.011,100,8.33,rain,0,0,,26.9,116.2,1012.5,82.1,10,214.7,18.3,10,,2022-01-05T05:55:17,2022-01-05T20:21:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,06-01-2022,26.8,18,21.1,27.8,18,21.1,17.5,81.2,2.446,100,12.5,rain,0,0,,30,79.3,1012.7,92.9,10,229.2,19.8,10,,2022-01-06T05:56:08,2022-01-06T20:21:58,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,07-01-2022,22.8,16.9,19.3,22.8,16.9,19.3,17.7,91.1,37.607,100,12.5,rain,0,0,,19.5,9.6,1012.4,91.7,9.5,127.3,11.1,4,,2022-01-07T05:57:00,2022-01-07T20:21:57,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,08-01-2022,27.7,14.3,20.3,27.7,14.3,20.3,15.1,77.1,0.452,100,8.33,rain,0,0,,27.9,356.5,1010.4,70,9.4,316,27.2,10,,2022-01-08T05:57:52,2022-01-08T20:21:55,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,09-01-2022,26.6,17.1,20.6,26.6,17.1,20.6,15.8,74.9,0,0,0,,0,0,,24.9,72.7,1015.9,79.8,10,245.9,21.2,9,,2022-01-09T05:58:46,2022-01-09T20:21:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,10-01-2022,30.8,17.1,23.5,30.2,17.1,23.4,16.5,69.8,0.004,100,4.17,rain,0,0,27,18.1,113.7,1018.3,67.4,10,332.9,28.6,10,3,2022-01-10T05:59:41,2022-01-10T20:21:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,11-01-2022,24.6,18,21.4,24.6,18,21.4,17.6,80.1,0.747,100,8.33,rain,0,0,32.8,21.5,114.4,1019.7,87.3,10,167.3,14.3,5,10,2022-01-11T06:00:36,2022-01-11T20:21:37,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,12-01-2022,25.7,17,20.5,25.7,17,20.5,14.2,68.8,0.005,100,4.17,rain,0,0,37.1,24.8,132.6,1020.5,93,10,294.8,25.6,10,10,2022-01-12T06:01:32,2022-01-12T20:21:27,0.3,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,13-01-2022,25.6,16.3,20,25.6,16.3,20,14.5,71.6,0.016,100,12.5,rain,0,0,30.2,26.7,104.6,1017.9,84.1,10,282.8,24.3,10,10,2022-01-13T06:02:29,2022-01-13T20:21:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-01-2022,27.7,16.9,21.5,28.3,16.9,21.6,16.1,73.1,0.864,100,12.5,rain,0,0,35.6,21.4,52.3,1009.9,80.5,10,278.5,24,10,10,2022-01-14T06:03:27,2022-01-14T20:21:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,15-01-2022,27.7,16.7,21,28.2,16.7,21.1,17.1,80.4,15.712,100,12.5,rain,0,0,42.5,20.5,271,1005.6,71.2,9.8,205.6,17.5,8,30,2022-01-15T06:04:25,2022-01-15T20:20:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,16-01-2022,29.7,14,21.6,29.2,14,21.6,15.5,72.3,0.001,100,4.17,rain,0,0,31.7,18.3,30.9,1008.5,42.1,10,351.6,30.4,10,10,2022-01-16T06:05:24,2022-01-16T20:20:28,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,17-01-2022,26.8,16.1,21.5,27.5,16.1,21.6,16.5,74.8,0.003,100,4.17,rain,0,0,30.2,19.8,333.1,1011.6,85.7,9.6,166.8,14.5,6,10,2022-01-17T06:06:24,2022-01-17T20:20:08,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,18-01-2022,21.8,16.8,19,21.8,16.8,19,16.2,83.7,13.956,100,12.5,rain,0,0,29.9,17.8,67.5,1013.4,99.5,9.8,87.8,7.6,3,10,2022-01-18T06:07:24,2022-01-18T20:19:47,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,19-01-2022,20.7,14.1,17.1,20.7,14.1,17.1,11,68.1,0.168,100,8.33,rain,0,0,50,30.8,133.6,1020.9,92.2,10,229.1,19.9,8,10,2022-01-19T06:08:25,2022-01-19T20:19:24,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,20-01-2022,18,13.2,15.8,18,13.2,15.8,10,68.3,0.023,100,12.5,rain,0,0,48.6,25.4,132.8,1028,94.8,10,194.8,16.8,7,10,2022-01-20T06:09:26,2022-01-20T20:18:58,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,21-01-2022,22.8,11.9,16.9,22.8,11.9,16.9,11.2,70.9,0,0,0,,0,0,36.7,25.1,110.3,1028.3,84.7,10,238.3,20.7,7,10,2022-01-21T06:10:27,2022-01-21T20:18:31,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,22-01-2022,23.8,8.2,16.6,23.8,8.2,16.6,10.6,71.7,0,0,0,,0,0,33.5,23.2,83.3,1023.7,40.7,10,305.8,26.3,9,10,2022-01-22T06:11:29,2022-01-22T20:18:02,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,23-01-2022,24.8,11.3,18.5,24.8,11.3,18.5,12.3,69.8,0.002,100,4.17,rain,0,0,34.2,23.1,104.3,1017.7,62.4,10,272.4,23.5,7,10,2022-01-23T06:12:31,2022-01-23T20:17:32,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,24-01-2022,24.8,11.3,18.4,24.8,11.3,18.4,12.5,70.7,0,0,0,,0,0,33.8,19.7,66.7,1013.3,80.2,10,244.7,21.2,8,10,2022-01-24T06:13:33,2022-01-24T20:16:59,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,25-01-2022,27.7,16,21.1,27.3,16,21.1,14.1,67.4,0.157,100,4.17,rain,0,0,30.6,22.8,80.5,1010.7,79.4,10,321.6,27.9,10,10,2022-01-25T06:14:36,2022-01-25T20:16:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,26-01-2022,27,16.2,21.1,27,16.2,21.1,15,70.3,0,0,0,,0,0,34.2,24.4,71.4,1012.9,76.3,10,240.5,20.5,8,10,2022-01-26T06:15:38,2022-01-26T20:15:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,27-01-2022,27.7,12.1,20.3,27.5,12.1,20.3,13.4,67.8,0,0,0,rain,0,0,31.3,19.6,60,1014.5,68.1,10,316.5,27.3,10,10,2022-01-27T06:16:41,2022-01-27T20:15:11,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,28-01-2022,27.9,15.3,22,29.1,15.3,22.2,17.4,76.5,0.017,100,4.17,rain,0,0,22,24.9,354.7,1014.4,76.1,10,209.9,18.2,7,10,2022-01-28T06:17:44,2022-01-28T20:14:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,29-01-2022,24.8,19.9,21.4,24.8,19.9,21.4,20.5,94.5,12.336,100,12.5,rain,0,0,29.5,14.1,147.7,1015.3,90.2,10,120,10.5,5,10,2022-01-29T06:18:47,2022-01-29T20:13:51,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,30-01-2022,26,18.9,21.8,26,18.9,21.8,18,81.4,0.954,100,8.33,rain,0,0,29.9,17.4,83.6,1014.7,95.1,9.7,245,21.2,9,10,2022-01-30T06:19:50,2022-01-30T20:13:08,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,31-01-2022,27.7,17.8,21.4,28.2,17.8,21.4,17.6,80.9,9.951,100,12.5,rain,0,0,24.5,14.4,174.8,1009.6,70.3,10,329.1,28.4,10,10,2022-01-31T06:20:53,2022-01-31T20:12:24,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,01-02-2022,28.8,15,21.2,30,15,21.5,17,79.8,0.406,100,8.33,rain,0,0,31.7,24.5,308.5,1003.5,71.5,7.3,254.7,22.2,10,10,2022-02-01T06:21:56,2022-02-01T20:11:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,02-02-2022,22.5,14.7,18.1,22.5,14.7,18.1,14.7,81,0.1,100,16.67,rain,0,0,31,25,96.8,1005.3,96.8,9.6,231.4,20,10,10,2022-02-02T06:22:59,2022-02-02T20:10:51,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,03-02-2022,21.9,10.2,15.7,21.9,10.2,15.7,7,58.6,0.006,100,4.17,rain,0,0,53.6,33.2,166.9,1009.5,83.1,10,209.4,18.1,9,10,2022-02-03T06:24:02,2022-02-03T20:10:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,04-02-2022,18.8,7.4,13.7,18.8,5.1,13.2,7.6,67.6,0.057,100,12.5,rain,0,0,50,31.9,131.7,1017,57.1,10,246.8,21.3,7,10,2022-02-04T06:25:04,2022-02-04T20:09:11,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,05-02-2022,20.9,11.9,15.5,20.9,11.9,15.5,9.7,70.6,0.007,100,12.5,rain,0,0,43.2,30.6,127.4,1020.8,81.9,10,270.8,23.5,7,10,2022-02-05T06:26:07,2022-02-05T20:08:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,06-02-2022,20.7,9.3,15.4,20.7,7.3,15.3,8.7,66.1,0.014,100,12.5,rain,0,0,39.2,30.3,134.7,1024.4,69.9,10,268.4,23.1,9,10,2022-02-06T06:27:09,2022-02-06T20:07:26,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,07-02-2022,22.6,9.1,15.7,22.6,7.6,15.6,9.7,70.3,0.009,100,8.33,rain,0,0,36,28.8,121,1022.6,67.8,10,290,25.1,10,10,2022-02-07T06:28:11,2022-02-07T20:06:31,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,08-02-2022,23.8,10.2,16.8,23.8,10.2,16.8,9.7,66.9,4.498,100,12.5,rain,0,0,20.9,21.8,133.9,1015.9,62,9.8,285.9,24.8,10,10,2022-02-08T06:29:13,2022-02-08T20:05:35,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,09-02-2022,27,10.9,18,26.5,10.9,18,11.3,71.7,3.12,100,4.17,rain,0,0,30.6,30.6,296.7,1011.6,66.1,6.6,302.9,26.1,10,10,2022-02-09T06:30:15,2022-02-09T20:04:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,10-02-2022,29.8,11.1,20.3,29,11.1,20.1,12,64,0.252,100,4.17,rain,0,0,36,25.1,311.5,1012.9,49.8,10,275,23.9,9,10,2022-02-10T06:31:16,2022-02-10T20:03:39,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,11-02-2022,23.1,14.8,18.2,23.1,14.8,18.2,13,73.4,0.1,100,12.5,rain,0,0,34.9,30.4,98.4,1017.2,89.5,9.9,243.4,21.2,9,10,2022-02-11T06:32:17,2022-02-11T20:02:39,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,12-02-2022,22.9,10.8,16.9,22.9,10.8,16.9,10.3,67.4,0.002,100,4.17,rain,0,0,37.1,26.7,118.2,1019.4,42.8,10,347.5,30,10,10,2022-02-12T06:33:18,2022-02-12T20:01:37,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,13-02-2022,26,10.2,18.3,26,10.2,18.3,11,66.3,0.004,100,8.33,rain,0,0,27.4,15.5,11.9,1021.3,79,10,282.5,24.6,10,10,2022-02-13T06:34:19,2022-02-13T20:00:35,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-02-2022,29.1,11.7,20.1,28,11.7,19.9,11.3,62.9,0,0,0,,0,0,23.4,17.6,10.7,1023,61.6,10,335.1,29,10,10,2022-02-14T06:35:19,2022-02-14T19:59:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,15-02-2022,31.6,11.2,21.5,30,11.2,21.1,12,60.6,0.001,100,4.17,rain,0,0,33.1,21.8,71.6,1022.6,11.4,10,321.3,27.7,9,10,2022-02-15T06:36:19,2022-02-15T19:58:26,0.45,Rain,Clear conditions throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,16-02-2022,30.6,12.2,21.3,29.1,12.2,21,12,62.5,0,0,0,,0,0,14.8,17.7,358.6,1017.4,40,10,329.7,28.8,9,10,2022-02-16T06:37:18,2022-02-16T19:57:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,17-02-2022,29.8,13.1,21,28.8,13.1,20.9,11.6,58.2,0,0,0,,0,0,34.2,25,308.8,1010.2,69.6,10,262.7,22.8,9,10,2022-02-17T06:38:18,2022-02-17T19:56:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,18-02-2022,28.7,11.1,19.9,27.4,11.1,19.6,11.2,65.7,0,0,0,,0,0,42.5,32.4,4,1011.5,30,9,331.2,28.9,10,10,2022-02-18T06:39:16,2022-02-18T19:55:05,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,19-02-2022,23.6,14,18.2,23.6,14,18.2,11.6,66.7,0,0,0,,0,0,27.4,20.4,67.3,1018.6,74.3,10,238.9,20.4,8,10,2022-02-19T06:40:15,2022-02-19T19:53:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,20-02-2022,29,12.2,20.9,28.7,12.2,20.8,12.9,64.4,0,0,0,,0,0,33.1,26.7,334.8,1010.4,81.9,10,288.5,25,10,10,2022-02-20T06:41:13,2022-02-20T19:52:45,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,21-02-2022,28.6,13.1,20.3,27.3,13.1,20,10.2,58.1,0,0,0,,0,0,50,30.6,344.6,1008.9,75.3,10,284,24.5,9,10,2022-02-21T06:42:11,2022-02-21T19:51:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,22-02-2022,21.1,15.9,18.1,21.1,15.9,18.1,13.3,74.1,0.004,100,8.33,rain,0,0,34.6,29.5,108,1017.9,90.3,10,122,10.5,5,10,2022-02-22T06:43:08,2022-02-22T19:50:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,23-02-2022,23.9,15.1,19.4,23.9,15.1,19.4,16.5,84,3.005,100,16.67,rain,0,0,34.2,27.5,111.6,1019.7,92.3,9.8,185.1,16,7,10,2022-02-23T06:44:06,2022-02-23T19:49:09,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,24-02-2022,26.8,16.9,20.5,27.7,16.9,20.5,17.5,85.2,1.872,100,12.5,rain,0,0,28.1,28.7,154.7,1018.3,95.2,10,152,12.8,5,10,2022-02-24T06:45:02,2022-02-24T19:47:55,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,25-02-2022,22.6,17.1,19.1,22.6,17.1,19.1,17.4,91,9.577,100,16.67,rain,0,0,17.3,20.6,128.3,1016.6,92.2,9.8,96.3,8.2,4,10,2022-02-25T06:45:59,2022-02-25T19:46:41,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,26-02-2022,21.8,15.8,18,21.8,15.8,18,16.4,91.1,23.808,100,12.5,rain,0,0,24.1,19.3,121.5,1016.5,98.2,9.5,138.4,11.9,5,10,2022-02-26T06:46:55,2022-02-26T19:45:25,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,27-02-2022,24.7,14,18.8,24.7,14,18.8,15,81,18.076,100,12.5,rain,0,0,31.7,19.4,92.9,1014.8,88.2,12.9,233.8,20.3,9,10,2022-02-27T06:47:50,2022-02-27T19:44:09,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,28-02-2022,25.6,16.9,20,25.6,16.9,20,16,79.4,0.091,100,12.5,rain,0,0,37.8,28.3,94.6,1014.2,95.9,11.2,165.3,14.4,6,10,2022-02-28T06:48:45,2022-02-28T19:42:52,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,95716099999,94926099999"
australia,01-03-2022,23.7,16,19,23.7,16,19,15.5,81.1,3.205,100,16.67,rain,0,0,46.1,32.1,111.4,1014,93.6,10,151.1,12.4,7,10,2022-03-01T06:49:40,2022-03-01T19:41:35,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,02-03-2022,19,15.8,17.1,19,15.8,17.1,15,87.5,2.655,100,12.5,rain,0,0,46.1,21,142.3,1013.6,94.8,10,58.4,4.6,2,10,2022-03-02T06:50:35,2022-03-02T19:40:16,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,03-03-2022,24.8,15.8,19.5,24.8,15.8,19.5,14.6,74.5,0.151,100,12.5,rain,0,0,46.1,31.2,152,1013.8,86.9,10,222.2,17.6,7,10,2022-03-03T06:51:29,2022-03-03T19:38:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,04-03-2022,26.8,15.4,20.8,27.2,15.4,20.8,15.6,73.9,0.02,100,12.5,rain,0,0,37.4,20.1,130.9,1013.3,73.1,10,275.8,21.7,9,10,2022-03-04T06:52:23,2022-03-04T19:37:38,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,05-03-2022,25.7,15.7,18.9,25.7,15.7,18.9,16.5,87.3,9.09,100,4.17,rain,0,0,27.7,21.3,171.9,1007.6,88.9,10,182.5,14.2,8,10,2022-03-05T06:53:17,2022-03-05T19:36:18,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,06-03-2022,24.5,15.8,19.2,24.5,15.8,19.2,15,77.9,0.853,100,12.5,rain,0,0,52.2,30.7,164.4,1009.9,97.6,10.6,97,7.6,4,10,2022-03-06T06:54:10,2022-03-06T19:34:57,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,07-03-2022,23.5,16.1,19.1,23.5,16.1,19.1,14.9,77.1,0.301,100,12.5,rain,0,0,53.6,31.3,176.4,1012.3,94.1,10,102.2,8.3,3,10,2022-03-07T06:55:03,2022-03-07T19:33:36,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,08-03-2022,19.8,14.7,17.7,19.8,14.7,17.7,15.6,87.7,4.742,100,12.5,rain,0,0,59.4,32.6,174,1010.4,93.6,10,101.9,8.9,4,10,2022-03-08T06:55:55,2022-03-08T19:32:15,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,09-03-2022,20,12.8,16.1,20,12.8,16.1,9.8,66.9,0.557,100,4.17,rain,0,0,70.6,47.2,175.2,1014,88.9,10,197,16.9,9,10,2022-03-09T06:56:48,2022-03-09T19:30:53,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,10-03-2022,20.6,11.7,15,20.6,11.7,15,6.6,57.8,0.001,100,4.17,rain,0,0,45,21.9,157.2,1017.9,87.6,10,185.2,15.9,6,10,2022-03-10T06:57:40,2022-03-10T19:29:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,F0598,95716099999,94926099999"
australia,11-03-2022,22,5.9,14.5,22,3.7,14.1,7.2,65.6,0,0,0,,0,0,40.3,27.7,106.8,1019.5,40.1,10,277.7,23.6,9,10,2022-03-11T06:58:31,2022-03-11T19:28:07,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,12-03-2022,23.9,13.1,17.9,23.9,13.1,17.9,10.9,66.7,0,0,0,rain,0,0,39.2,26.4,101.8,1022.1,68.1,10,268.8,23.1,9,10,2022-03-12T06:59:23,2022-03-12T19:26:44,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,13-03-2022,23.7,9.9,16.5,23.7,9.1,16.5,11.2,73.9,0,0,0,,0,0,29.2,21.3,98.9,1023.6,43.3,10,208,18.1,7,10,2022-03-13T07:00:14,2022-03-13T19:25:21,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-03-2022,24.7,10.8,17,24.7,10.8,17,12,76.4,0,0,0,,0,0,35.6,23.3,102.5,1022.3,64.1,10,263.4,22.8,9,10,2022-03-14T07:01:05,2022-03-14T19:23:57,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
