name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
australia,13-10-2022,16.8,10.9,14,16.8,10.9,14,9.2,73.4,0,0,0,,0,0,45,24.9,58.3,1016.7,92.2,10,105.2,8.9,4,10,2022-10-13T06:24:00,2022-10-13T19:16:18,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-10-2022,15,9.1,12.6,15,7.2,12.4,8.5,77.5,8.129,100,12.5,rain,0,0,61.9,37.1,303.3,1010.7,76.7,10,250.3,21.7,10,10,2022-10-14T06:22:40,2022-10-14T19:17:09,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,15-10-2022,17.9,5.2,11.9,17.9,3.2,11.2,6.3,70.6,0.006,100,8.33,rain,0,0,37.8,26.5,345.3,1017.9,55.9,10,306.3,26.4,10,10,2022-10-15T06:21:21,2022-10-15T19:18:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,16-10-2022,18,3.9,11.2,18,1.7,11,6,72.9,0,0,0,rain,0,0,29.9,21.7,10.2,1019.2,67.8,10,224.2,19.3,10,10,2022-10-16T06:20:02,2022-10-16T19:18:52,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,17-10-2022,15.9,7,11.6,15.9,5.8,11.1,6.9,74.4,0.008,100,4.17,rain,0,0,31.7,16.6,65.1,1021.4,86.7,10,167.1,14.4,6,10,2022-10-17T06:18:45,2022-10-17T19:19:44,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,18-10-2022,19.6,10,14.2,19.6,8.5,14,9.2,73.9,0,0,0,rain,0,0,22.7,16.6,73.7,1019.5,89.2,10,177,15.2,7,10,2022-10-18T06:17:28,2022-10-18T19:20:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,19-10-2022,22.7,7.2,15.5,22.7,7.2,15.5,10.4,74.9,0.166,100,4.17,rain,0,0,36.4,24.9,94.7,1017.8,75.9,9.7,224.3,19.2,9,10,2022-10-19T06:16:12,2022-10-19T19:21:29,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,20-10-2022,20,11.7,15.9,20,11.7,15.9,11.7,77.3,0.004,100,4.17,rain,0,0,42.1,24.6,115.3,1017.5,91.6,10,105.9,9.2,4,10,2022-10-20T06:14:57,2022-10-20T19:22:22,0.83,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,21-10-2022,21.6,14.9,17.7,21.6,14.9,17.7,14.8,84.2,7.8,100,12.5,rain,0,0,38.5,23,61.6,1013.5,95.9,9.5,103.6,8.8,8,10,2022-10-21T06:13:43,2022-10-21T19:23:15,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,22-10-2022,18.9,13,15.6,18.9,13,15.6,15.2,97.1,50.924,100,16.67,rain,0,0,28.8,23.3,358.7,1011.6,93.5,9.3,97,8.4,4,10,2022-10-22T06:12:29,2022-10-22T19:24:09,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,23-10-2022,18.7,13.1,15.4,18.7,13.1,15.4,13.3,87.7,0.852,100,12.5,rain,0,0,40,23.5,115.2,1014,96.1,9.8,151.6,13.1,6,10,2022-10-23T06:11:17,2022-10-23T19:25:03,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,24-10-2022,18.7,13.8,15.5,18.7,13.8,15.5,12.5,82.9,2.186,100,12.5,rain,0,0,43.6,30.4,134.1,1012.2,98.8,9.8,121.8,10.6,5,10,2022-10-24T06:10:05,2022-10-24T19:25:58,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,25-10-2022,21.6,13.8,16.5,21.6,13.8,16.5,13.7,85.3,3.172,100,12.5,rain,0,0,36,31.7,332.5,1005.1,87.7,10,195.9,17,10,10,2022-10-25T06:08:55,2022-10-25T19:26:53,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,26-10-2022,19.3,12.7,15.6,19.3,12.7,15.6,12.3,82,0.48,100,12.5,rain,0,0,59.4,33.9,315.3,1002.3,84.5,10.8,161.8,13.8,7,10,2022-10-26T06:07:46,2022-10-26T19:27:48,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,27-10-2022,17.8,11,14.5,17.8,11,14.5,9.7,73.7,2.441,100,12.5,rain,0,0,50,32.4,308.7,1002.1,86,10,233.8,20.2,10,10,2022-10-27T06:06:38,2022-10-27T19:28:44,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,28-10-2022,14.8,10,12.3,14.8,10,12.3,5.5,64.2,0.467,100,12.5,rain,0,0,65.9,40.8,302.7,1002.7,87.3,10.6,266.1,22.9,10,10,2022-10-28T06:05:30,2022-10-28T19:29:40,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,29-10-2022,15.8,8.9,12,15.8,6.1,11.4,4.3,60.6,0.055,100,8.33,rain,0,0,56.9,33.8,296.5,1005.6,63.6,10.6,291.5,25.1,10,10,2022-10-29T06:04:25,2022-10-29T19:30:37,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,30-10-2022,18.7,3.1,12.4,18.7,3.1,12,5.5,64.8,0,0,0,rain,0,0,33.5,30.6,340.7,1009.3,49.2,10,284.4,24.6,9,10,2022-10-30T06:03:20,2022-10-30T19:31:34,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,31-10-2022,17.1,11.3,14.7,17.1,11.3,14.7,13.2,90.5,32.146,100,12.5,rain,0,0,81,33.3,351.2,997.8,97.3,9.2,55,4.8,4,10,2022-10-31T06:02:16,2022-10-31T19:32:31,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,01-11-2022,17.6,6,10.3,17.6,1.9,8.5,7.1,81.3,11.576,100,12.5,rain,0,0,79.9,49.1,322.2,991.1,89,10.8,183.8,15.9,10,10,2022-11-01T06:01:14,2022-11-01T19:33:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,02-11-2022,12.9,4.7,8.4,12.9,0.8,6.1,1.8,64.4,0.092,100,8.33,"rain,snow",0,0,42.1,32.4,301.9,1003.7,68.9,10,216.1,18.7,10,10,2022-11-02T06:00:13,2022-11-02T19:34:26,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,03-11-2022,16.6,6,11.3,16.6,3.2,10.2,4.8,66.1,0.03,100,12.5,rain,0,0,34.6,26.1,315.7,1015.4,76.8,10,356.6,30.7,10,10,2022-11-03T05:59:13,2022-11-03T19:35:25,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,04-11-2022,18.9,6.6,13.1,18.9,5,12.6,7.5,71.4,0.002,100,4.17,rain,0,0,26.6,17.3,52,1025.1,72,10,220.5,19.2,10,10,2022-11-04T05:58:15,2022-11-04T19:36:23,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,05-11-2022,19.7,10.9,14.8,19.7,10.9,14.8,8.4,67.5,0.003,100,4.17,rain,0,0,24.5,15.8,48.5,1026.7,95.9,10,205.1,17.4,9,10,2022-11-05T05:57:18,2022-11-05T19:37:22,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,06-11-2022,22.8,6.7,15,22.8,5.8,14.9,8.9,71.3,0.377,100,4.17,rain,0,0,16.2,21.1,286.8,1023.9,65,10,226.8,19.5,8,10,2022-11-06T05:56:22,2022-11-06T19:38:21,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,95716099999,94926099999"
australia,07-11-2022,22.9,8.9,14.2,22.9,8.9,14.2,10.4,80,10.296,100,12.5,rain,0,0,13.7,25.7,110.5,1021.6,81.6,10,241.8,20.9,10,10,2022-11-07T05:55:28,2022-11-07T19:39:20,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,F4257,94925099999,94927099999,F0067,95716099999,94926099999"
australia,08-11-2022,21.8,8.1,15.7,21.8,6.6,15.6,9.9,71.8,0.225,100,12.5,rain,0,0,20.9,14,45.8,1020.2,45.4,10,364.5,31.6,10,10,2022-11-08T05:54:36,2022-11-08T19:40:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,09-11-2022,22.9,9.2,16.4,22.9,9.2,16.4,10.6,71.7,0.052,100,8.33,rain,0,0,39.6,23.4,74.3,1020.9,39.8,10,339,29.3,10,10,2022-11-09T05:53:44,2022-11-09T19:41:19,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,10-11-2022,22,9,15.4,22,7.7,15.2,8.4,66.1,0,0,0,,0,0,20.9,21.1,47.7,1019.4,46,10,344.2,29.8,10,10,2022-11-10T05:52:55,2022-11-10T19:42:19,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,11-11-2022,21,9.9,15.9,21,9.9,15.9,12,79.2,0.017,100,4.17,rain,0,0,27.7,26.4,337.8,1013.1,73.1,10,179.5,15.8,6,10,2022-11-11T05:52:07,2022-11-11T19:43:19,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,12-11-2022,25.9,11.9,18.3,25.9,11.9,18.3,13.3,76.2,0.056,100,8.33,rain,0,0,50,30.4,63.5,1011.8,71.4,10.6,292,25.1,10,30,2022-11-12T05:51:20,2022-11-12T19:44:19,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,13-11-2022,22,15,17.3,22,15,17.3,15.7,90.6,17.652,100,12.5,rain,0,0,56.2,31.6,10.1,1006.8,92.3,9.6,79.8,6.9,5,30,2022-11-13T05:50:36,2022-11-13T19:45:19,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-11-2022,17.8,11.9,14.9,17.8,11.9,14.9,10.4,75.8,4.441,100,12.5,rain,0,0,64.8,42.6,315.4,1001.3,74.4,10.8,270.4,23.6,10,10,2022-11-14T05:49:52,2022-11-14T19:46:19,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,15-11-2022,15.7,7,12,15.7,4.2,11.5,5,64.5,0.006,100,8.33,rain,0,0,36,33.5,313,1007.8,61,10,250.3,21.7,10,10,2022-11-15T05:49:11,2022-11-15T19:47:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,16-11-2022,13.9,3.8,8.5,13.9,1.8,6.8,2.6,68,1.05,100,8.33,rain,0,0,24.8,31.2,289,1010,85.8,10,205,17.8,10,10,2022-11-16T05:48:31,2022-11-16T19:48:19,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,17-11-2022,17,4.8,11.1,17,2.6,10,2.2,57.5,0.012,100,8.33,rain,0,0,20.9,25,175.8,1013.9,37.6,10,353.4,30.7,10,10,2022-11-17T05:47:53,2022-11-17T19:49:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,18-11-2022,20,3.2,12.2,20,0.8,11.8,5.1,65.6,0,0,0,rain,0,0,30.6,19.4,69.8,1014,45.1,10,318.9,27.7,10,10,2022-11-18T05:47:17,2022-11-18T19:50:20,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,19-11-2022,21.1,8.2,14.5,21.1,7.6,14.4,9.6,75.4,0.428,100,4.17,rain,0,0,38.2,28.2,341.4,1007.1,78.9,9.4,231.4,20,9,10,2022-11-19T05:46:42,2022-11-19T19:51:20,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,20-11-2022,17.6,12,14.5,17.6,12,14.5,7.5,65.6,6.224,100,12.5,rain,0,0,66.6,44.7,299.9,998.8,55.7,12,314.2,27.1,10,10,2022-11-20T05:46:10,2022-11-20T19:52:19,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,21-11-2022,11.7,6.1,9.4,11.7,2,7.3,4,70.1,2.6,100,12.5,rain,0,0,65.2,41.7,303.2,1003.4,75.6,10.7,183.6,15.7,10,10,2022-11-21T05:45:39,2022-11-21T19:53:19,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,22-11-2022,14.5,4.8,10,14.5,1.1,8.5,3,62.3,0.02,100,8.33,rain,0,0,56.5,35.6,300.5,1010.6,68.1,10.6,244.2,21,10,10,2022-11-22T05:45:10,2022-11-22T19:54:18,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,23-11-2022,18.8,9.8,13.9,18.8,7,13.6,7.4,65.9,0.014,100,4.17,rain,0,0,43.6,33.5,306,1013.8,48.5,10,268.4,23.1,10,10,2022-11-23T05:44:42,2022-11-23T19:55:17,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,24-11-2022,22,5.6,14.7,22,3.7,14.3,7.9,66.2,0.183,100,4.17,rain,0,0,33.5,30.2,350.2,1017.1,18.9,10,344.5,29.7,10,10,2022-11-24T05:44:17,2022-11-24T19:56:16,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,25-11-2022,23.1,6.1,15.3,23.1,5.3,15.2,8.1,67.6,0.008,100,4.17,rain,0,0,50,30.5,304.7,1016.4,37.8,10,376.5,32.6,10,10,2022-11-25T05:43:54,2022-11-25T19:57:14,0.04,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,26-11-2022,22.9,6.9,15.5,22.9,6.4,15.4,7.3,63.3,0.004,100,8.33,rain,0,0,32.8,26.3,351.9,1012.4,46.2,10,354.3,30.7,10,10,2022-11-26T05:43:32,2022-11-26T19:58:12,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,27-11-2022,23.9,11,17.3,23.9,11,17.3,11.1,69.4,0.002,100,4.17,rain,0,0,65.9,33.8,332.7,1003.7,88.4,9.8,280.6,24.4,10,10,2022-11-27T05:43:12,2022-11-27T19:59:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,28-11-2022,20.7,8.8,15.5,20.7,7.9,15.5,8.3,66.2,0.001,100,4.17,rain,0,0,50,33.3,318,1005.8,34.9,9.7,382.4,33,10,10,2022-11-28T05:42:55,2022-11-28T20:00:06,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,29-11-2022,21.8,5.8,14.7,21.8,3.2,14.5,6.2,59,0,0,0,,0,0,36.4,28.5,2.7,1011.9,35.4,10,351.8,30.5,10,10,2022-11-29T05:42:39,2022-11-29T20:01:02,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,30-11-2022,22,11.7,15.9,22,11.7,15.9,9.2,66.7,0.004,100,8.33,rain,0,0,34.9,23.1,68.6,1016.3,78.6,10,330.1,28.6,10,10,2022-11-30T05:42:25,2022-11-30T20:01:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,01-12-2022,19.7,10.3,15.4,19.7,10.3,15.4,10,71.9,0.01,100,4.17,rain,0,0,32,23.3,82.4,1015.5,91.9,10,195.5,17,7,10,2022-12-01T05:42:14,2022-12-01T20:02:53,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,02-12-2022,19.8,10.2,15.6,19.8,10.2,15.6,10.2,71.7,0.019,100,8.33,rain,0,0,27.7,21.5,82.2,1016.4,90.7,10.6,280.7,24.3,10,10,2022-12-02T05:42:04,2022-12-02T20:03:47,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,03-12-2022,25,8.1,17.5,25,7.6,17.5,11,68.3,0,0,0,rain,0,0,21.6,16.3,61.1,1016.6,54.9,10,390.8,33.7,10,10,2022-12-03T05:41:56,2022-12-03T20:04:41,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,04-12-2022,27.1,10.1,19.4,26.6,10.1,19.4,11.7,65.8,0.054,100,8.33,rain,0,0,22.3,21.6,0.3,1014,50,10,370,32,10,10,2022-12-04T05:41:50,2022-12-04T20:05:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,05-12-2022,26.9,11,19,26.7,11,19,10.8,61.9,0.017,100,8.33,rain,0,0,46.4,28.6,310.5,1007.2,69.9,10.6,237.3,20.4,9,10,2022-12-05T05:41:46,2022-12-05T20:06:25,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,06-12-2022,22.6,9.4,16.3,22.6,9.4,16.3,7.7,59.9,0.003,100,8.33,rain,0,0,36.7,26.8,275.3,1006.3,52.1,10,310,26.8,10,10,2022-12-06T05:41:45,2022-12-06T20:07:16,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,07-12-2022,23.1,6.9,15.8,23.1,5.5,15.7,7.7,64.4,0,0,0,rain,0,0,43.9,33.8,329.5,1004,46.6,9.6,241.8,20.9,10,10,2022-12-07T05:41:45,2022-12-07T20:08:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,F0067,94927099999,95716099999,94926099999"
australia,08-12-2022,17.7,9.7,14.3,17.7,8.1,14.2,2.3,47.2,0.255,100,4.17,rain,0,0,48.2,27.3,263.4,1005.9,51.6,10,355.5,30.7,10,10,2022-12-08T05:41:47,2022-12-08T20:08:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,09-12-2022,19.7,2.2,11.6,19.7,1,11.2,2.3,56.9,0,0,0,,0,0,36.4,23.1,104,1012.9,42.2,10,356.8,30.8,10,10,2022-12-09T05:41:51,2022-12-09T20:09:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,10-12-2022,22,7.6,14.9,22,6.1,14.6,5.7,57.7,0,0,0,,0,0,32.8,16,70.6,1015.5,35.8,10,348.1,29.9,10,10,2022-12-10T05:41:57,2022-12-10T20:10:29,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,11-12-2022,26.8,7.3,17.4,26.4,7.3,17.2,8.5,62.1,0,0,0,,0,0,40.7,28.6,326.6,1009.9,57.6,10,301.6,26.1,10,10,2022-12-11T05:42:05,2022-12-11T20:11:15,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,12-12-2022,20.5,8.1,14.5,20.5,5.7,14.2,9.7,75,7.487,100,12.5,rain,0,0,77,40.6,310.1,1002,71.1,9.6,156.9,13.2,10,10,2022-12-12T05:42:15,2022-12-12T20:11:59,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,13-12-2022,16.9,7.9,12.4,16.9,4.8,11.5,4.2,58.8,0.002,100,4.17,rain,0,0,40.7,30.1,311.6,1008.2,41.5,10.6,314.7,27.1,10,10,2022-12-13T05:42:27,2022-12-13T20:12:42,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,14-12-2022,15.6,5.2,11.4,15.6,3.5,10.7,3.5,59.9,0.192,100,4.17,rain,0,0,50,34,296,1007.8,72.9,10,327.3,28.3,10,10,2022-12-14T05:42:41,2022-12-14T20:13:24,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,15-12-2022,17.9,2.1,10.9,17.9,-0.9,10.4,3.1,63.4,0.011,100,4.17,rain,0,0,48.2,29,171.1,1009.4,61.2,10.6,272.7,23.6,10,10,2022-12-15T05:42:57,2022-12-15T20:14:05,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,16-12-2022,18,6.2,12.2,18,3.7,11.2,3.3,55.8,0.157,100,4.17,rain,0,0,45.7,32.1,170.8,1014.3,44.8,10.6,366.9,31.8,10,10,2022-12-16T05:43:15,2022-12-16T20:14:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,17-12-2022,20.6,6.1,13.4,20.6,5.1,12.9,5.4,61,0,0,0,,0,0,34.6,26.7,151.3,1019.7,68.7,10,254.9,22.1,10,10,2022-12-17T05:43:35,2022-12-17T20:15:21,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,18-12-2022,20.7,5.5,13.7,20.7,3.2,13.3,5.5,60,0,0,0,,0,0,40,32.2,148.8,1021.4,49.9,10,311.9,27.1,10,10,2022-12-18T05:43:56,2022-12-18T20:15:57,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,19-12-2022,21.7,7,13.6,21.7,4.1,12.8,5.2,60.6,0,0,0,,0,0,37.1,25.3,121.2,1022.6,27.2,10,380.7,32.8,10,10,2022-12-19T05:44:20,2022-12-19T20:16:32,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,20-12-2022,21.9,4.5,13.7,21.9,3.1,13.4,5.8,62.9,0,0,0,,0,0,34.6,23.3,104.8,1020.5,42.4,10,325.2,28.1,10,10,2022-12-20T05:44:45,2022-12-20T20:17:05,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,21-12-2022,24.6,9.3,16.3,24.6,9,16.2,8.8,64.2,0,0,0,,0,0,36,26.6,47.7,1016.2,79.2,10,353.7,30.4,10,10,2022-12-21T05:45:12,2022-12-21T20:17:36,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,22-12-2022,15.6,10.3,13.3,15.6,10.3,13.3,11.3,87.9,5.588,100,12.5,rain,0,0,16.6,14.4,36.5,1013.8,92.8,10.6,79.1,6.9,4,10,2022-12-22T05:45:40,2022-12-22T20:18:06,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,23-12-2022,26.3,10.2,17.6,26.3,10.2,17.6,11.5,72.8,0.542,100,12.5,rain,0,0,27.7,19.2,25.5,1010.7,75.5,6.5,348.3,30.2,10,10,2022-12-23T05:46:11,2022-12-23T20:18:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
australia,24-12-2022,28.8,9.9,20.3,27.7,9.9,20,10.3,59.9,0,0,0,,0,0,29.2,27.9,312.5,1010.5,19.3,10,364.1,31.4,10,10,2022-12-24T05:46:43,2022-12-24T20:19:01,0.02,Clear,Clear conditions throughout the day.,clear-day,"YSCB,95925099999,94925099999,94927099999,F0067,95716099999,94926099999"
